filename,filepath,bounding_boxes,xyz_positions
camcourt1_1513802726375_0.png,data/KS-FR-STRASBOURG/30046/camcourt1_1513802726375_0.png,"[[0.6481164383561644, 0.3661529680365297, 0.021404109589041095, 0.09531963470319635], [0.660958904109589, 0.6863584474885844, 0.05821917808219178, 0.15924657534246575], [0.7440068493150684, 0.5539383561643836, 0.045376712328767124, 0.11358447488584475], [0.9336472602739726, 0.5607876712328768, 0.038527397260273974, 0.12157534246575342]]","[[717.9591909970031, -122.24199089437752, -180.0], [1041.1384098128824, 1460.3506597210926, -180.0], [1121.5180604854347, 925.1752309994413, -180.0], [1424.427742448058, 883.3648404126225, -180.0]]"
camcourt2_1513802726375_0.png,data/KS-FR-STRASBOURG/30046/camcourt2_1513802726375_0.png,"[[0.5380993150684932, 0.6132990867579908, 0.028253424657534245, 0.12728310502283105], [0.8884845890410958, 0.5513698630136986, 0.04666095890410959, 0.12100456621004566], [0.771832191780822, 0.3804223744292237, 0.028253424657534245, 0.0976027397260274], [0.07919520547945205, 0.5704908675799086, 0.030821917808219176, 0.1204337899543379], [0.7831763698630136, 0.5776255707762558, 0.04238013698630137, 0.14383561643835616], [0.6603167808219178, 0.4078196347031963, 0.03809931506849315, 0.11472602739726027], [0.6425513698630136, 0.4609018264840183, 0.0351027397260274, 0.12385844748858447], [0.5321061643835616, 0.6666666666666666, 0.05136986301369863, 0.1461187214611872], [0.6136558219178082, 0.4688926940639269, 0.033818493150684935, 0.11015981735159817], [0.6440496575342466, 0.4297945205479452, 0.03638698630136986, 0.09474885844748858]]","[[766.5573022265328, 1310.435466343074, -180.0], [1031.6047081610586, 38.56113748517919, -180.0], [-81.48945445832715, 1399.003595677927, -180.0], [1149.9058551143917, 1008.1985664632234, -180.0], [770.9367440945086, 251.31560435700703, -180.0], [794.8276418473936, 558.4197512180999, -180.0], [774.6652218676304, 1467.5720034467877, -180.0], [779.1178572045101, 659.2517133347569, -180.0], [776.1672163311846, 476.5509578753454, -180.0], [998.9828939549088, 892.7250473468685, -180.0]]"
camcourt1_1513803006284_0.png,data/KS-FR-STRASBOURG/30046/camcourt1_1513803006284_0.png,"[[0.6883561643835616, 0.3787100456621005, 0.025684931506849314, 0.10331050228310502]]","[[834.2715956942604, -55.75862588123664, -180.0]]"
camcourt2_1513803006284_0.png,data/KS-FR-STRASBOURG/30046/camcourt2_1513803006284_0.png,"[[0.7988013698630136, 0.4671803652968037, 0.03595890410958904, 0.11244292237442922], [0.561429794520548, 0.5585045662100456, 0.040667808219178085, 0.13527397260273974], [0.3728595890410959, 0.514269406392694, 0.036815068493150686, 0.16552511415525115], [0.535958904109589, 0.4055365296803653, 0.0488013698630137, 0.1113013698630137], [0.4263698630136986, 0.4009703196347032, 0.05393835616438356, 0.09988584474885845], [0.5107020547945206, 0.6589611872146118, 0.04965753424657534, 0.14440639269406394], [0.4477739726027397, 0.415810502283105, 0.05650684931506849, 0.10445205479452055], [0.3801369863013699, 0.5219748858447488, 0.046232876712328765, 0.12271689497716895], [0.5361729452054794, 0.5445205479452054, 0.03981164383561644, 0.1358447488584475], [0.563570205479452, 0.4243721461187215, 0.02696917808219178, 0.1021689497716895], [0.7553510273972602, 0.4668949771689498, 0.030393835616438356, 0.1232876712328767], [0.8347602739726028, 0.4106735159817352, 0.019691780821917807, 0.10331050228310502], [0.640625, 0.3518835616438356, 0.02011986301369863, 0.10102739726027397], [0.2744006849315068, 0.3807077625570776, 0.028253424657534245, 0.09018264840182648]]","[[1138.9707187313072, 544.0133528702813, -180.0], [740.1034710988438, 1064.720957533979, -180.0], [353.1672072807878, 1033.6834389064911, -180.0], [502.85472086523805, 351.85354495197043, -180.0], [317.8280562842574, 432.40640843929623, -180.0], [742.035765665772, 1446.9093275913128, -180.0], [310.7563625349476, 397.9122257185227, -180.0], [392.2162315055175, 1024.1942819734613, -180.0], [698.3142910120087, 1008.9576176456003, -179.9999999999999], [594.9384354028211, 456.68512266767266, -180.0], [1035.7121029879188, 562.6412788543284, -180.0], [1194.3025171775616, 190.5088624749269, -180.0], [673.3676791207467, -85.61440320314614, -180.0], [-130.7921672079665, 386.4999193025842, -180.0]]"
camcourt1_1525803497973_0.png,data/KS-FR-VICHY/24531/camcourt1_1525803497973_0.png,"[[0.6416256157635468, 0.630064829821718, 0.059113300492610835, 0.13695299837925445], [0.6299261083743842, 0.5360615883306321, 0.03940886699507389, 0.13209076175040518], [0.6708743842364532, 0.5194489465153971, 0.042487684729064036, 0.1280388978930308], [0.7102832512315271, 0.4521880064829822, 0.037561576354679806, 0.12965964343598055], [0.7850985221674877, 0.45502431118314424, 0.029556650246305417, 0.12236628849270664], [0.7841748768472906, 0.5875202593192869, 0.06465517241379311, 0.15235008103727715], [0.834051724137931, 0.4072123176661264, 0.04125615763546798, 0.11426256077795786], [0.4328817733990148, 0.38452188006482985, 0.04187192118226601, 0.09319286871961102]]","[[948.0836174333912, 1270.0507976267263, -180.0], [863.3659048774931, 929.2305096722789, -180.0], [937.8513966760316, 853.8192577747268, -180.0], [915.1535987993607, 517.0017680124092, -180.0], [1098.5611102045193, 512.7594595482519, -180.0], [1137.1914804339785, 1045.9617328706527, -180.0], [1142.6160617550627, 256.2250792903892, -180.0], [277.9420477578135, 355.8704321985929, -180.0]]"
camcourt2_1525803497973_0.png,data/KS-FR-VICHY/24531/camcourt2_1525803497973_0.png,"[[0.7225985221674877, 0.6819286871961102, 0.06342364532019705, 0.1385737439222042], [0.5954433497536946, 0.5186385737439222, 0.046798029556650245, 0.13776337115072934], [0.7795566502463054, 0.41085899513776336, 0.04926108374384237, 0.1166936790923825], [0.8223522167487685, 0.7641815235008104, 0.05726600985221675, 0.13614262560777957]]","[[1121.3751660358053, 1430.7824186066705, -180.0], [805.4405908239614, 913.0206292603102, -180.0], [1062.4131314475671, 329.6984236092735, -180.0], [1280.472946090893, 1620.5800162156752, -180.0000000000001]]"
camcourt1_1525804057739_0.png,data/KS-FR-VICHY/24531/camcourt1_1525804057739_0.png,"[[0.35344827586206895, 0.5393030794165316, 0.024630541871921183, 0.10453808752025932], [0.3716133004926108, 0.4351701782820097, 0.03879310344827586, 0.1053484602917342], [0.5350985221674877, 0.5344408427876823, 0.04064039408866995, 0.13695299837925445], [0.5782019704433498, 0.429902755267423, 0.0665024630541872, 0.13371150729335493], [0.6157635467980296, 0.4100486223662885, 0.054187192118226604, 0.09076175040518639], [0.6560960591133005, 0.4035656401944895, 0.049876847290640396, 0.07779578606158834], [0.5982142857142857, 0.5640194489465153, 0.04125615763546798, 0.14910858995137763], [0.5458743842364532, 0.41693679092382496, 0.04495073891625616, 0.09481361426256078], [0.33836206896551724, 0.41247974068071314, 0.03263546798029557, 0.10372771474878444], [0.3368226600985222, 0.5688816855753647, 0.04187192118226601, 0.13776337115072934], [0.6413177339901478, 0.6782820097244733, 0.0437192118226601, 0.15559157212317667], [0.14131773399014777, 0.5081037277147488, 0.019088669950738917, 0.12155591572123177]]","[[379.4457161454802, 1097.236697563318, -180.0], [266.90714088894083, 612.7577041081886, -180.0], [674.5164794998792, 955.2795295803462, -179.9999999999999], [674.2941447411629, 475.2995323095133, -180.0], [709.8641079777099, 420.83641274329284, -180.0], [817.9953352138342, 387.6157236514341, -180.0], [805.5543914689875, 1031.0259548850472, -180.0], [621.446122120721, 501.18896192816464, -180.0], [164.51162387966974, 507.2459763187194, -180.0], [370.35111327306663, 1159.1063907098483, -180.0], [950.2878873813579, 1404.8667644598954, -180.0], [-69.9684636246443, 1023.2420346979998, -180.0]]"
camcourt2_1525804057739_0.png,data/KS-FR-VICHY/24531/camcourt2_1525804057739_0.png,"[[0.6884236453201971, 0.3395461912479741, 0.022167487684729065, 0.11021069692058347]]","[[786.3222007911347, -36.89579016072912, -180.0]]"
camcourt1_1525804337674_0.png,data/KS-FR-VICHY/24531/camcourt1_1525804337674_0.png,"[[0.5301724137931034, 0.5741491085899514, 0.06896551724137931, 0.11426256077795786], [0.6000615763546798, 0.5457860615883307, 0.04125615763546798, 0.11912479740680713], [0.6182266009852216, 0.42423014586709884, 0.03940886699507389, 0.11102106969205834], [0.7204433497536946, 0.476904376012966, 0.029556650246305417, 0.10615883306320907], [0.8913177339901478, 0.5425445705024311, 0.07820197044334976, 0.1353322528363047], [0.6105295566502463, 0.6920583468395461, 0.0437192118226601, 0.1539708265802269], [0.7266009852216748, 0.5794165316045381, 0.038177339901477834, 0.14748784440842788], [0.21767241379310345, 0.6114262560777958, 0.03879310344827586, 0.13371150729335493], [0.708435960591133, 0.36993517017828204, 0.05357142857142857, 0.10291734197730956], [0.6794950738916257, 0.3500810372771475, 0.025246305418719212, 0.10048622366288493], [0.7749384236453202, 0.373581847649919, 0.03017241379310345, 0.09238249594813615], [0.9224137931034483, 0.5097244732576985, 0.050492610837438424, 0.14424635332252836]]","[[740.9621110671173, 1155.0607752700143, -180.0], [837.7316877355706, 1008.8626686468501, -180.0], [735.0747610042406, 441.72970424814366, -180.0], [982.9319783767326, 698.7738811798199, -180.0], [1291.8928990864322, 864.0343879126444, -180.0], [933.5931279264253, 1454.61361083074, -179.9999999999999], [1047.9214867544194, 1053.3738896690884, -180.0], [247.40286019715768, 1363.0135505640574, -180.0], [849.0228893217983, 104.95229784538742, -180.0], [783.3704389945009, -9.389123027783171, -180.0], [1021.615228955596, 129.67935818958085, -180.0], [1345.0922889452136, 686.6966726938281, -180.0]]"
camcourt2_1525804337674_0.png,data/KS-FR-VICHY/24531/camcourt2_1525804337674_0.png,"[[0.9762931034482759, 0.5449756888168558, 0.04741379310344827, 0.08670988654781199], [0.9655172413793104, 0.5097244732576985, 0.06157635467980296, 0.14100486223662884]]","[[1311.4486911095983, 437.5822239537242, -180.0], [1186.1593205997183, 1401.9560816808048, -180.0]]"
camcourt1_1525804897609_0.png,data/KS-FR-VICHY/24531/camcourt1_1525804897609_0.png,"[[0.5815886699507389, 0.5320097244732577, 0.05233990147783251, 0.11588330632090761], [0.47044334975369456, 0.4923014586709887, 0.07389162561576355, 0.1126418152350081], [0.35683497536945813, 0.4619124797406807, 0.05110837438423645, 0.12155591572123177], [0.31557881773399016, 0.46717990275526744, 0.033866995073891626, 0.1239870340356564], [0.2521551724137931, 0.45502431118314424, 0.04495073891625616, 0.11426256077795786], [0.7598522167487685, 0.513776337115073, 0.034482758620689655, 0.1312803889789303], [0.6690270935960592, 0.4931118314424635, 0.07204433497536945, 0.11588330632090761], [0.33066502463054187, 0.4931118314424635, 0.05788177339901478, 0.1272285251215559], [0.29125615763546797, 0.5076985413290114, 0.03571428571428571, 0.12884927066450566], [0.5541871921182266, 0.3820907617504052, 0.0332512315270936, 0.10615883306320907], [0.6357758620689655, 0.37317666126418153, 0.02770935960591133, 0.09643435980551053], [0.4858374384236453, 0.3379254457050243, 0.020935960591133004, 0.10372771474878444], [0.8876231527093597, 0.7111021069692058, 0.06711822660098522, 0.14505672609400325]]","[[802.5940900387415, 976.2287964387006, -180.0], [585.7339511028636, 840.6568064082071, -180.0], [276.8587246955906, 721.0576036327557, -180.0], [169.77057570727902, 764.6226547514148, -180.0000000000001], [34.37068040402937, 756.8481034749034, -180.0], [1051.3571515610995, 792.6465048296541, -180.0], [930.1158392489076, 761.8702549865193, -180.0], [242.71826428669442, 867.2145004279491, -180.0000000000001], [199.27956410653428, 935.0819265960313, -180.0], [567.9174304996127, 232.9572304598937, -180.0], [720.163919705485, 165.30260984625556, -180.0], [313.1948209046868, -25.55250509124471, -180.0], [1367.5122733372707, 1424.6301523837415, -180.0]]"
camcourt2_1525804897609_0.png,data/KS-FR-VICHY/24531/camcourt2_1525804897609_0.png,"[[0.9698275862068966, 0.7183954619124797, 0.0603448275862069, 0.1580226904376013]]","[[829.0255392614836, 3.850843433142927, -180.0]]"
camcourt1_1525806017245_0.png,data/KS-FR-VICHY/24531/camcourt1_1525806017245_0.png,"[[0.25492610837438423, 0.6053484602917342, 0.07266009852216748, 0.13290113452188007], [0.5123152709359606, 0.3820907617504052, 0.03694581280788178, 0.08022690437601297], [0.37777093596059114, 0.4027552674230146, 0.0437192118226601, 0.09886547811993517], [0.791564039408867, 0.4582658022690438, 0.046182266009852216, 0.10453808752025932], [0.8983990147783252, 0.513776337115073, 0.07881773399014778, 0.1393841166936791], [0.5464901477832512, 0.5632090761750406, 0.046182266009852216, 0.13452188006482982], [0.6176108374384236, 0.47163695299837927, 0.046798029556650245, 0.1280388978930308], [0.47167487684729065, 0.4007293354943274, 0.05665024630541872, 0.09805510534846029], [0.40116995073891626, 0.4189627228525122, 0.049876847290640396, 0.11507293354943274], [0.36514778325123154, 0.5012155591572123, 0.07019704433497537, 0.12236628849270664], [0.4107142857142857, 0.6908427876823339, 0.05172413793103448, 0.14991896272285252], [0.9202586206896551, 0.41693679092382496, 0.0437192118226601, 0.10291734197730956], [0.7198275862068966, 0.3581847649918963, 0.0332512315270936, 0.10372771474878444], [0.33189655172413796, 0.3658833063209076, 0.03694581280788178, 0.08833063209076175]]","[[294.9888710448065, 1324.9694116758706, -179.9999999999999], [479.7203090462574, 339.9082717435608, -180.0], [232.24882917961213, 446.21792133695635, -180.0], [1094.5238333122422, 570.4051334475503, -180.0], [1295.4754217177424, 727.5502289660417, -180.0], [732.0632803182367, 1057.3867049745022, -180.0], [783.8489741336211, 641.4569142526457, -180.0], [409.0315281056311, 401.51678914289596, -180.0], [282.89916098133835, 481.4526443454906, -180.0], [350.37818879399697, 901.2968192912745, -179.9999999999999], [637.1175391999503, 1512.3215581129857, -180.0], [1341.351727179984, 297.8944779430799, -180.0], [869.1890679456022, 16.177927730370357, -180.0], [55.83792260187397, 286.0207063248595, -180.0]]"
camcourt2_1525806017245_0.png,data/KS-FR-VICHY/24531/camcourt2_1525806017245_0.png,"[[0.9744458128078818, 0.5093192868719612, 0.05110837438423645, 0.08346839546191248]]","[[670.4120579876067, -36.80313333418053, -180.0]]"
camcourt1_1525807977596_0.png,data/KS-FR-VICHY/24531/camcourt1_1525807977596_0.png,"[[0.9778325123152709, 0.5243111831442464, 0.04433497536945813, 0.15235008103727715], [0.8713054187192119, 0.46961102106969205, 0.0480295566502463, 0.11912479740680713], [0.75, 0.43719611021069693, 0.046798029556650245, 0.12560777957860617], [0.8731527093596059, 0.3824959481361426, 0.04310344827586207, 0.11831442463533225], [0.6213054187192119, 0.6762560777957861, 0.0603448275862069, 0.14505672609400325]]","[[1265.8485778026643, 551.0987085039869, -180.0], [1008.9462487995272, 420.2964488743428, -180.0], [1214.6132779578243, 67.73577994522384, -180.0], [910.033280061559, 1417.7254072852847, -180.0], [414.6042146400788, -40.925340922876785, -180.0000000000001]]"
camcourt2_1525807977596_0.png,data/KS-FR-VICHY/24531/camcourt2_1525807977596_0.png,"[[0.26908866995073893, 0.4436790923824959, 0.06280788177339902, 0.12560777957860617], [0.39901477832512317, 0.40559157212317665, 0.03201970443349754, 0.10291734197730956], [0.6388546798029556, 0.47811993517017826, 0.04864532019704434, 0.12479740680713128], [0.7275246305418719, 0.48257698541329014, 0.05603448275862069, 0.13047001620745544], [0.22937192118226601, 0.5559157212317666, 0.058497536945812806, 0.13452188006482982], [0.5560344827586207, 0.3294165316045381, 0.03078817733990148, 0.10291734197730956], [0.7857142857142857, 0.36223662884927066, 0.04310344827586207, 0.10048622366288493], [0.6548645320197044, 0.5158022690437601, 0.03140394088669951, 0.1353322528363047], [0.7010467980295566, 0.4444894651539708, 0.033866995073891626, 0.12074554294975688], [0.9039408866995073, 0.5109400324149108, 0.04556650246305419, 0.15316045380875204]]","[[103.0421904460868, 763.5543193679814, -180.0], [278.8269282477013, 547.366802639945, -180.0], [834.1851310998695, 753.9312482044907, -180.0], [986.3469541454083, 704.4578479456786, -180.0], [207.63337362088487, 1241.7834970942577, -180.0], [484.80543240413044, -3.6710258963425986, -180.0], [1035.3690564340484, 85.8457620467575, -180.0], [864.6153310129291, 889.6886874074321, -180.0], [905.6655878868514, 553.0920475692574, -180.0], [1307.6003799231298, 703.3016635103136, -180.0]]"
camcourt1_1513710254518_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513710254518_0.png,"[[0.38608374384236455, 0.43111831442463533, 0.03571428571428571, 0.05672609400324149], [0.6142241379310345, 0.5291734197730956, 0.062192118226600986, 0.13776337115072934], [0.7136699507389163, 0.4700162074554295, 0.03694581280788178, 0.12641815235008103], [0.8673029556650246, 0.5052674230145867, 0.05603448275862069, 0.13209076175040518], [0.9298029556650246, 0.44165316045380876, 0.05172413793103448, 0.09076175040518639], [0.37992610837438423, 0.5004051863857374, 0.03201970443349754, 0.13047001620745544], [0.3460591133004926, 0.4461102106969206, 0.02832512315270936, 0.08184764991896272], [0.31742610837438423, 0.4213938411669368, 0.03017241379310345, 0.09886547811993517], [0.7881773399014779, 0.40761750405186387, 0.034482758620689655, 0.09076175040518639], [0.6650246305418719, 0.4692058346839546, 0.050492610837438424, 0.11507293354943274], [0.6345443349753694, 0.38168557536466774, 0.02770935960591133, 0.07941653160453808], [0.22383004926108374, 0.4878444084278768, 0.02770935960591133, 0.10048622366288493], [0.9264162561576355, 0.7382495948136143, 0.1188423645320197, 0.17990275526742303]]","[[347.6550870120534, 959.4419292378982, -180.0], [910.095602135716, 1114.6071219434991, -180.0], [1008.7385535628846, 708.4361259845684, -180.0], [1335.4816129722792, 791.6395497831204, -180.0], [1464.8948086112719, 393.1095472973693, -180.00000000000006], [458.8762315992283, 1163.4111050109311, -180.0], [260.87204549418766, 1010.6291230566037, -180.0], [7.811404269546983, 797.1386899570011, -180.0], [1114.8976305941383, 190.57905635927182, -180.0], [941.2813706687236, 768.8034222586655, -180.0], [639.8261847065836, 147.5285612359562, -180.0], [155.70310895914463, 1296.8772773176586, -180.0], [770.389429360303, -76.24025588290169, -179.99999999999994]]"
camcourt2_1513710254518_0.png,data/KS-FR-STCHAMOND/24338/camcourt2_1513710254518_0.png,"[[0.9279556650246306, 0.4967585089141005, 0.05788177339901478, 0.1280388978930308]]","[[1312.9928370946282, 1526.131940700249, -180.0]]"
camcourt1_1513712214310_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513712214310_0.png,"[[0.41717980295566504, 0.47649918962722854, 0.02647783251231527, 0.11993517017828201], [0.4639778325123153, 0.4145056726094003, 0.03263546798029557, 0.06564019448946515], [0.5295566502463054, 0.5145867098865479, 0.03571428571428571, 0.13452188006482982], [0.6585591133004927, 0.4011345218800648, 0.02401477832512315, 0.09724473257698542], [0.4919950738916256, 0.41774716369529985, 0.027093596059113302, 0.06239870340356564], [0.5360221674876847, 0.4307131280388979, 0.019088669950738917, 0.08670988654781199], [0.3312807881773399, 0.46636952998379255, 0.024630541871921183, 0.11750405186385737], [0.38947044334975367, 0.47244732576985415, 0.033866995073891626, 0.11831442463533225], [0.6077586206896551, 0.39100486223662884, 0.034482758620689655, 0.08995137763371151], [0.22259852216748768, 0.45502431118314424, 0.03017241379310345, 0.09643435980551053], [0.5612684729064039, 0.630064829821718, 0.04864532019704434, 0.15316045380875204], [0.8602216748768473, 0.4505672609400324, 0.034482758620689655, 0.11345218800648298], [0.6727216748768473, 0.5133711507293355, 0.03140394088669951, 0.1239870340356564], [0.6988916256157636, 0.3772285251215559, 0.020935960591133004, 0.08833063209076175]]","[[458.54332044255125, 1014.3846687511252, -180.0], [368.5754328542969, 722.3000577437947, -180.00000000000006], [744.7446907667431, 1101.5802353920576, -180.0], [743.3408844589486, 299.4033381463987, -180.0], [453.48135438762336, 738.2748480900018, -179.99999999999994], [583.026886928012, 717.5332465134404, -180.0], [237.55457354177997, 1039.2918504068446, -180.0], [366.0544156272322, 1041.2067171615518, -180.0], [626.2819280793474, 324.24625506240227, -180.0], [-7.511838893315598, 1137.2742384017538, -180.0], [977.5031219998048, 1500.6464045842374, -180.00000000000006], [1289.8537121923125, 463.5927675635103, -180.00000000000006], [1010.875802893266, 1016.7067641514955, -180.0], [782.7545199461374, -68.51112350709218, -180.0]]"
camcourt1_1513714174128_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513714174128_0.png,"[[0.4245689655172414, 0.6252025931928687, 0.0437192118226601, 0.14991896272285252], [0.40701970443349755, 0.3747974068071313, 0.014778325123152709, 0.06888168557536467], [0.4630541871921182, 0.5081037277147488, 0.038177339901477834, 0.11831442463533225], [0.43103448275862066, 0.4112641815235008, 0.0332512315270936, 0.09643435980551053], [0.5501847290640394, 0.4266612641815235, 0.03263546798029557, 0.09157212317666126], [0.5569581280788177, 0.41693679092382496, 0.0437192118226601, 0.07860615883306321], [0.6576354679802956, 0.40964343598055103, 0.02586206896551724, 0.08022690437601297], [0.45997536945812806, 0.4444894651539708, 0.046798029556650245, 0.10615883306320907], [0.4073275862068966, 0.4072123176661264, 0.035098522167487683, 0.08670988654781199], [0.5868226600985221, 0.4392220421393841, 0.050492610837438424, 0.08914100486223663], [0.6437807881773399, 0.5798217179902755, 0.07450738916256158, 0.146677471636953], [0.7299876847290641, 0.40316045380875204, 0.03140394088669951, 0.08995137763371151], [0.8051108374384236, 0.4039708265802269, 0.02770935960591133, 0.08346839546191248], [0.7189039408866995, 0.3772285251215559, 0.02647783251231527, 0.08833063209076175]]","[[804.1550465002515, 1567.8086602430658, -180.0], [-1.4141001132484234, 373.03536718173063, -180.0], [651.1243929205505, 1166.5412769003617, -180.0], [222.43884673029925, 615.8149219103334, -180.0], [603.607778121585, 621.8988156162245, -180.0], [570.1063465143267, 602.720481222532, -180.0], [813.9082331570474, 413.1752385208365, -180.0], [424.34025560628936, 804.9296197583296, -180.0], [215.37715426467003, 637.1423357016317, -180.00000000000006], [744.3374821574379, 710.601318635576, -180.0], [1039.8320106616725, 1284.76744580056, -180.0], [929.6120594777367, 224.5854847782407, -180.0], [1128.9295040558845, 182.7751950447564, -180.0], [829.3384742468851, -80.53598337908534, -180.0]]"
camcourt2_1513714174128_0.png,data/KS-FR-STCHAMOND/24338/camcourt2_1513714174128_0.png,"[[0.729371921182266, 0.3772285251215559, 0.017857142857142856, 0.08022690437601297]]","[[936.2897621808029, 45.008898568991754, -180.0]]"
camcourt1_1513714454258_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513714454258_0.png,"[[0.8146551724137931, 0.46961102106969205, 0.038177339901477834, 0.11750405186385737], [0.8263546798029556, 0.5085089141004863, 0.034482758620689655, 0.11102106969205834], [0.6991995073891626, 0.43557536466774716, 0.033866995073891626, 0.1012965964343598], [0.5538793103448276, 0.4627228525121556, 0.042487684729064036, 0.11345218800648298], [0.6548645320197044, 0.5437601296596435, 0.04495073891625616, 0.14424635332252836], [0.8580665024630542, 0.44165316045380876, 0.046182266009852216, 0.1053484602917342], [0.7330665024630542, 0.576580226904376, 0.05110837438423645, 0.15640194489465153], [0.583743842364532, 0.47366288492706643, 0.03694581280788178, 0.12236628849270664], [0.1687192118226601, 0.47568881685575365, 0.034482758620689655, 0.10048622366288493], [0.5227832512315271, 0.37439222042139386, 0.02832512315270936, 0.0713128038897893], [0.9830665024630542, 0.47244732576985415, 0.033866995073891626, 0.11831442463533225], [0.6801108374384236, 0.373581847649919, 0.020320197044334975, 0.08427876823338736]]","[[1209.3275589515813, 640.6909332627301, -180.0], [1282.1607830563444, 902.2155390369956, -180.0], [937.5511951878219, 531.09552131142, -179.99999999999994], [705.222901529753, 824.1004874307446, -180.0], [1017.0708140264885, 1132.2969971203238, -180.0], [1285.3034866221833, 408.37157739122813, -180.0], [1146.2570393489518, 1201.0576503527816, -179.99999999999994], [774.3396050423715, 862.0369353616293, -180.0], [-21.193768717530247, 1291.6289436063898, -180.0], [314.0826430041609, 212.50450722023197, -180.0], [706.2743661231649, -72.14059186093846, -180.0], [1088.3544453880709, 252.29591334534962, -180.0]]"
camcourt2_1513714454258_0.png,data/KS-FR-STCHAMOND/24338/camcourt2_1513714454258_0.png,"[[0.9861453201970444, 0.4821717990275527, 0.02770935960591133, 0.0940032414910859], [0.9818349753694581, 0.5158022690437601, 0.03263546798029557, 0.12236628849270664], [0.9522783251231527, 0.440032414910859, 0.049876847290640396, 0.11345218800648298], [0.5843596059113301, 0.6705834683954619, 0.04310344827586207, 0.16450567260940033]]","[[1044.382205640642, 1573.1496459296711, -180.0], [1260.0690771918728, 504.81225776668725, -180.0], [1024.7813483141983, 926.2307419708327, -180.0], [650.6755041073584, 42.33596081912356, -180.0]]"
camcourt1_1513714734349_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513714734349_0.png,"[[0.7182881773399015, 0.3796596434359806, 0.020320197044334975, 0.08995137763371151]]","[[843.087831176757, -47.26431088107711, -180.0]]"
camcourt2_1513714734349_0.png,data/KS-FR-STCHAMOND/24338/camcourt2_1513714734349_0.png,"[[0.29710591133004927, 0.5218800648298217, 0.04002463054187192, 0.1166936790923825], [0.49045566502463056, 0.49716369529983795, 0.062192118226600986, 0.11588330632090761], [0.6083743842364532, 0.4339546191247974, 0.03571428571428571, 0.09157212317666126], [0.5320197044334976, 0.423419773095624, 0.03201970443349754, 0.1012965964343598], [0.4802955665024631, 0.39910858995137766, 0.03571428571428571, 0.08833063209076175], [0.6397783251231527, 0.37439222042139386, 0.02832512315270936, 0.07455429497568881], [0.5286330049261084, 0.5457860615883307, 0.04741379310344827, 0.13371150729335493], [0.1893472906403941, 0.5595623987034035, 0.03879310344827586, 0.12884927066450566], [0.7133620689655172, 0.4258508914100486, 0.03879310344827586, 0.09319286871961102], [0.666871921182266, 0.4226094003241491, 0.0332512315270936, 0.10291734197730956], [0.5267857142857143, 0.36709886547811993, 0.025246305418719212, 0.07779578606158834], [0.20135467980295566, 0.46434359805510533, 0.02586206896551724, 0.09562398703403566], [0.6397783251231527, 0.6256077795786061, 0.034482758620689655, 0.15721231766612642], [0.5015394088669951, 0.36223662884927066, 0.01539408866995074, 0.0713128038897893]]","[[360.0723680891806, 1313.8512286260332, -180.0], [649.5609607235601, 1072.5910262148504, -180.0], [763.1214880390798, 646.7132310177792, -180.0], [529.8352406606937, 574.1976492853785, -180.0], [312.24228222064903, 424.1579662524714, -179.99999999999994], [662.1048959062205, 95.36170364909003, -180.0], [796.995825007112, 1257.1494895617068, -180.0], [288.8615125038573, 1496.982654927018, -180.0], [967.3496094013085, 531.1217238338793, -180.0], [838.097349397332, 494.33968357960316, -180.0], [304.4842996909674, 96.65618972959555, -180.0], [-58.161110449407715, 1117.2443161948918, -180.0], [1063.8830907092574, 1435.8351804584324, -180.0], [183.48078400161194, 42.24888728079668, -180.00000000000006]]"
camcourt1_1513715574505_0.png,data/KS-FR-STCHAMOND/24338/camcourt1_1513715574505_0.png,"[[0.6758004926108374, 0.3752025931928687, 0.017857142857142856, 0.08589951377633712]]","[[711.5048605497549, -47.75286700323886, -179.99999999999994]]"
